,positive,negative,false_positive,false_negative
Red,0.1201923076923077,0.8798076923076923,0.0,0.0
Green,0.10737179487179487,0.8926282051282052,0.0,0.0
Pink,0.15705128205128205,0.8141025641025641,0.028846153846153848,0.0
Orange,0.1778846153846154,0.8189102564102564,0.0,0.003205128205128205
Black,0.17467948717948717,0.2948717948717949,0.530448717948718,0.0
Gray,0.09598059598059598,0.8974358974358975,0.0031185031185031187,0.003465003465003465
Blue,0.1201923076923077,0.8365384615384616,0.04326923076923077,0.0
Yellow,0.1233974358974359,0.8766025641025641,0.0,0.0
White,0.16025641025641027,0.8397435897435898,0.0,0.0
