,positive,negative,false_positive,false_negative
Red,1.0,0.0,0.0,0.0
Green,nan,nan,nan,nan
Pink,1.0,0.0,0.0,0.0
Orange,1.0,0.0,0.0,0.0
Black,1.0,0.0,0.0,0.0
Gray,0.8732394366197183,0.0,0.0,0.1267605633802817
Blue,1.0,0.0,0.0,0.0
Yellow,1.0,0.0,0.0,0.0
White,1.0,0.0,0.0,0.0
