,positive,negative,false_positive,false_negative
Red,0.0,0.5416666666666666,0.0,0.4583333333333333
Green,0.0,1.0,0.0,0.0
Pink,0.0,1.0,0.0,0.0
Orange,0.0,1.0,0.0,0.0
Black,0.0,0.7083333333333334,0.2916666666666667,0.0
Gray,0.0,1.0,0.0,0.0
Blue,0.0,1.0,0.0,0.0
Yellow,0.0,1.0,0.0,0.0
White,0.0,1.0,0.0,0.0
