,positive,negative,false_positive,false_negative
Red,0.72,0.0,0.28,0.0
Green,0.3333333333333333,0.0,0.0,0.6666666666666666
Pink,0.6363636363636364,0.0,0.36363636363636365,0.0
Orange,0.6551724137931034,0.0,0.3448275862068966,0.0
Black,nan,nan,nan,nan
Gray,0.0,0.0,0.006711409395973154,0.9932885906040269
Blue,0.7419354838709677,0.0,0.25806451612903225,0.0
Yellow,0.41025641025641024,0.0,0.5897435897435898,0.0
White,0.0,0.0,0.03571428571428571,0.9642857142857143
